,#,Currency,Pair,Price,+2% Depth,-2% Depth,Volume,Volume %,Liquidity,Updated
1026,1027,Prometeus,PROM/BTC,$4.62,"$14,455.66","$18,902.23","$213,125",0.00%,871,Recently
1027,1028,ARPA Chain,ARPA/BTC,$0.03255,"$19,960.66","$12,748.33","$217,879",0.00%,732,Recently
1028,1029,NKN,NKN/BTC,$0.0916,"$10,369.54","$9,126.42","$217,551",0.00%,742,Recently
1029,1030,Bitcoin,BTC/USDP,"$29,190.15","$200,977.67","$67,745.96","$215,954",0.00%,569,Recently
1030,1031,Bella Protocol,BEL/BTC,$0.3059,"$6,631.47","$5,794.80","$208,659",0.00%,635,Recently
1031,1032,Gitcoin,GTC/BTC,$2.29,"$3,690.65","$6,577.22","$213,781",0.00%,521,Recently
1032,1033,Tranchess,CHESS/BUSD,$0.2802,"$4,177.78","$11,899.50","$211,925",0.00%,664,Recently
1033,1034,Contentos,COS/BTC,$0.007455,"$43,406.16","$35,606.67","$208,891",0.00%,598,Recently
1034,1035,Polymath,POLY/BUSD,$0.238,"$2,602.07","$7,404.75","$208,265",0.00%,786,Recently
1035,1036,TokenClub,TCT/BTC,$0.009136,"$13,981.58","$9,260.45","$212,951",0.00%,635,Recently
1036,1037,Basic Attention Token,BAT/BUSD,$0.3802,"$34,755.34","$21,250.82","$206,741",0.00%,651,Recently
1037,1038,Waves,WAVES/BNB,$6.36,"$3,210.86","$11,823.23","$204,652",0.00%,760,Recently
1038,1039,Binance Wrapped DOT,BDOT/DOT,$6.05,"$457,705.21","$881,113.93","$208,030",0.00%,678,Recently
1039,1040,Horizen,ZEN/BTC,$19.55,"$15,188.01","$29,719.70","$207,197",0.00%,733,Recently
1040,1041,Mina,MINA/BTC,$1.01,"$23,802.11","$31,134.61","$201,252",0.00%,629,Recently
1041,1042,Badger DAO,BADGER/BTC,$5.05,"$7,856.23","$19,066.41","$202,479",0.00%,945,Recently
1042,1043,Cosmos,ATOM/BNB,$10.40,"$35,011.41","$20,410.42","$203,339",0.00%,569,Recently
1043,1044,Bread,BRD/BTC,$0.06588,"$1,802.68","$20,948.98","$200,838",0.00%,877,Recently
1044,1045,OMG Network,OMG/BUSD,$2.38,"$35,321.80","$46,594.84","$200,441",0.00%,823,Recently
1045,1046,DFI.Money,YFII/BUSD,"$1,189.25","$5,823.17","$8,698.85","$200,228",0.00%,823,Recently
1046,1047,Phoenix Global (new),PHB/BTC,$0.1074,"$4,169.25","$2,556.58","$200,501",0.00%,817,Recently
1047,1048,Aavegotchi,GHST/USDT,$1.57,"$9,610.14","$247,958.23","$193,406",0.00%,866,Recently
1048,1049,SafePal,SFP/BTC,$0.3552,"$3,154.95","$3,259.83","$189,239",0.00%,873,Recently
1049,1050,Golem,GLM/ETH,$0.2777,"$1,646.41","$9,491.09","$186,191",0.00%,794,Recently
1050,1051,StaFi,FIS/BRL,$0.3603,$342.68,"$1,166.01","$182,606",0.00%,738,Recently
1051,1052,Auto,AUTO/BUSD,$167.54,"$4,439.29","$7,566.05","$180,869",0.00%,660,Recently
1052,1053,Cosmos,ATOM/ETH,$10.35,"$12,427.35","$21,546.46","$179,421",0.00%,690,Recently
1053,1054,Storj,STORJ/BUSD,$0.5457,"$2,637.09","$27,658.89","$178,478",0.00%,766,Recently
1054,1055,Phala Network,PHA/BUSD,$0.1199,"$16,530.32","$18,456.50","$177,058",0.00%,925,Recently
1055,1056,Contentos,COS/BNB,$0.007455,"$1,795.60","$5,885.02","$169,717",0.00%,900,Recently
1056,1057,Toko Token,TKO/BTC,$0.3471,"$3,960.17","$6,831.52","$172,473",0.00%,758,Recently
1057,1058,Holo,HOT/EUR,$0.00254,"$14,712.32","$12,714.08","$194,963",0.00%,888,Recently
1058,1059,Viberate,VIB/ETH,$0.01478,"$1,314.22","$4,290.42","$199,450",0.00%,732,Recently
1059,1060,Chromia,CHR/BNB,$0.2093,"$2,089.52","$15,960.87","$200,377",0.00%,589,Recently
1060,1061,Harvest Finance,FARM/BNB,$50.99,$563.79,"$2,021.50","$196,206",0.00%,637,Recently
1061,1062,Cardano,ADA/BIDR,$0.5264,"$11,694.12","$19,660.45","$196,807",0.00%,830,Recently
1062,1063,Band Protocol,BAND/BUSD,$1.62,"$20,683.83","$25,608.96","$200,307",0.00%,935,Recently
1063,1064,Polygon,MATIC/AUD,$0.6496,"$1,421.41","$10,220.38","$196,385",0.00%,884,Recently
1064,1065,Acala Token,ACA/BTC,$0.4213,"$7,340.39","$15,251.87","$191,240",0.00%,638,Recently
1065,1066,Gitcoin,GTC/BUSD,$2.27,"$4,238.87","$7,896.96","$188,638",0.00%,679,Recently
1066,1067,Travala.com,AVA/BTC,$0.7232,"$11,791.75","$10,254.34","$195,490",0.00%,586,Recently
1067,1068,Litecoin,LTC/BRL,$68.27,"$12,429.55","$13,580.17","$183,817",0.00%,511,Recently
1068,1069,Dock,DOCK/BTC,$0.01995,"$4,651.08","$9,704.03","$185,952",0.00%,642,Recently
1069,1070,Kava Lend,HARD/BNB,$0.2235,$941.67,"$12,101.36","$189,861",0.00%,525,Recently
1070,1071,Harmony,ONE/ETH,$0.04475,"$20,901.59","$36,300.76","$185,244",0.00%,727,Recently
1071,1072,Avalanche,AVAX/AUD,$30.60,"$2,567.71","$19,681.20","$193,873",0.00%,638,Recently
1072,1073,BNB,BNB/USDP,$293.32,"$193,888.94","$49,249.40","$189,089",0.00%,852,Recently
1073,1074,Polkastarter,POLS/BUSD,$0.6155,"$3,239.18","$20,462.88","$185,157",0.00%,881,Recently
1074,1075,StaFi,FIS/BUSD,$0.3633,"$11,156.20","$5,220.35","$177,043",0.00%,515,Recently
1075,1076,Mithril,MITH/BNB,$0.01566,"$3,128.22","$20,318.13","$177,165",0.00%,620,Recently
1076,1077,Request,REQ/BTC,$0.1099,"$18,601.06","$21,963.59","$181,738",0.00%,658,Recently
1077,1078,Horizen,ZEN/BNB,$19.55,"$13,824.35","$9,457.62","$180,888",0.00%,825,Recently
1078,1079,Band Protocol,BAND/BTC,$1.62,"$25,417.18","$23,433.81","$176,085",0.00%,588,Recently
1079,1080,Conflux,CFX/BTC,$0.08348,"$9,741.44","$7,825.52","$182,323",0.00%,511,Recently
1080,1081,Axie Infinity,AXS/AUD,$22.13,"$2,077.31","$6,292.95","$176,928",0.00%,503,Recently
1081,1082,API3,API3/TRY,$1.77,"$5,170.71","$15,758.52","$175,917",0.00%,644,Recently
1082,1083,The Sandbox,SAND/ETH,$1.23,"$24,661.88","$45,150.39","$170,212",0.00%,634,Recently
1083,1084,PIVX,PIVX/BTC,$0.1132,$701.74,"$7,791.91","$171,179",0.00%,537,Recently
1084,1085,Ethereum,ETH/USDP,"$1,963.78","$190,992.92","$79,054.01","$178,404",0.00%,585,Recently
1085,1086,Ethereum Name Service,ENS/BNB,$10.92,"$20,673.63","$8,634.35","$173,205",0.00%,921,Recently
1086,1087,Smooth Love Potion,SLP/BIDR,$0.00534,"$4,787.65","$5,504.00","$171,811",0.00%,556,Recently
1087,1088,Theta Network,THETA/EUR,$1.26,"$19,339.13","$18,663.74","$170,096",0.00%,776,Recently
1088,1089,Numeraire,NMR/BTC,$13.07,"$4,719.27","$7,629.48","$172,769",0.00%,522,Recently
1089,1090,BitTorrent-New,BTTC/TRY,$0.000001092,"$9,803.31","$10,681.53","$172,648",0.00%,848,Recently
1090,1091,Verge,XVG/BUSD,$0.005064,"$2,814.80","$11,677.13","$173,811",0.00%,935,Recently
1091,1092,Astar,ASTR/BTC,$0.06181,"$7,185.76","$13,127.31","$170,512",0.00%,821,Recently
1092,1093,Stellar,XLM/BNB,$0.1327,"$7,337.87","$17,777.27","$169,907",0.00%,766,Recently
1093,1094,Gnosis,GNO/USDT,$212.36,"$10,637.04","$15,262.87","$169,035",0.00%,704,Recently
1094,1095,Polygon,MATIC/GBP,$0.6493,"$46,592.65","$52,102.05","$164,545",0.00%,541,Recently
1095,1096,PERL.eco,PERL/BTC,$0.01751,"$7,512.68","$2,124.03","$164,039",0.00%,908,Recently
1096,1097,Polkadot,DOT/GBP,$9.89,"$28,665.30","$24,489.38","$165,287",0.00%,728,Recently
1097,1098,Venus,XVS/BUSD,$4.38,"$3,459.31","$10,669.04","$165,692",0.00%,604,Recently
1098,1099,Decentraland,MANA/BIDR,$1.07,"$5,572.95","$1,842.53","$164,201",0.00%,861,Recently
1099,1100,WazirX,WRX/BUSD,$0.2455,"$4,999.17","$4,582.69","$202,534",0.00%,574,Recently
1100,1101,BakeryToken,BAKE/BNB,$0.2604,"$10,268.36","$19,321.51","$162,524",0.00%,655,Recently
1101,1102,Polkastarter,POLS/BNB,$0.6183,$963.31,"$14,724.59","$162,620",0.00%,804,Recently
1102,1103,Chainlink,LINK/AUD,$7.01,"$2,596.90","$6,445.14","$163,697",0.00%,731,Recently
1103,1104,Gas,GAS/BTC,$2.45,"$4,067.93","$3,904.65","$162,431",0.00%,797,Recently
1104,1105,Lido DAO,LDO/BTC,$1.42,"$12,708.27","$13,881.39","$161,131",0.00%,760,Recently
1105,1106,FTX Token,FTT/BNB,$30.20,"$110,914.23","$36,979.57","$159,595",0.00%,933,Recently
1106,1107,Elrond,EGLD/ETH,$93.91,"$13,988.36","$22,296.97","$159,395",0.00%,728,Recently
1107,1108,Zcash,ZEC/USDC,$103.07,"$7,006.98","$13,229.43","$162,372",0.00%,632,Recently
1108,1109,Cartesi,CTSI/BTC,$0.1888,"$12,002.73","$31,060.35","$158,802",0.00%,588,Recently
1109,1110,Hive,HIVE/BUSD,$0.4911,"$6,825.68","$9,121.06","$163,989",0.00%,938,Recently
1110,1111,aelf,ELF/ETH,$0.1518,"$7,330.38","$3,653.19","$157,744",0.00%,702,Recently
1111,1112,Groestlcoin,GRS/BTC,$0.3976,"$3,890.93","$4,049.72","$154,849",0.00%,848,Recently
1112,1113,Mines of Dalarnia,DAR/EUR,$0.4369,"$2,094.22","$3,916.66","$157,589",0.00%,549,Recently
1113,1114,NEAR Protocol,NEAR/ETH,$6.05,"$8,633.76","$39,627.00","$154,944",0.00%,572,Recently
1114,1115,API3,API3/BNB,$1.74,$375.25,"$9,023.06","$154,780",0.00%,553,Recently
1115,1116,Steem,STEEM/ETH,$0.2674,"$6,389.59","$13,593.11","$154,223",0.00%,617,Recently
1116,1117,RSK Infrastructure Framework,RIF/USDT,$0.08909,"$230,222.85","$156,121.89","$150,890",0.00%,718,Recently
1117,1118,Neo,NEO/BNB,$10.13,"$20,593.14","$28,795.68","$154,237",0.00%,708,Recently
1118,1119,Flux,FLUX/BTC,$0.6594,"$11,397.26","$6,688.95","$149,800",0.00%,769,Recently
1119,1120,QuickSwap,QUICK/BTC,$77.41,"$2,416.61","$13,700.58","$152,973",0.00%,751,Recently
1120,1121,Shentu,CTK/BUSD,$0.7619,"$5,240.07","$11,205.20","$148,081",0.00%,825,Recently
1121,1122,Stellar,XLM/ETH,$0.1327,"$22,590.99","$35,296.94","$139,324",0.00%,751,Recently
1122,1123,Gifto,GTO/BTC,$0.01739,"$18,771.68","$11,725.66","$147,629",0.00%,754,Recently
1123,1124,JasmyCoin,JASMY/EUR,$0.01227,"$2,458.01","$10,807.07","$146,682",0.00%,737,Recently
1124,1125,Mithril,MITH/BTC,$0.01577,"$14,008.16","$21,504.56","$144,800",0.00%,670,Recently
1125,1126,TrueFi,TRU/BTC,$0.08698,"$21,326.86","$39,029.29","$144,731",0.00%,890,Recently
1126,1127,VeChain,VET/GBP,$0.03032,"$26,908.35","$25,981.15","$144,360",0.00%,608,Recently
1127,1128,Enzyme,MLN/BTC,$29.92,"$5,962.97","$15,662.13","$145,655",0.00%,945,Recently
1128,1129,CLV,CLV/BTC,$0.1471,"$11,301.91","$14,103.83","$136,899",0.00%,928,Recently
1129,1130,Bounce Finance Governance Token,AUCTION/BTC,$6.23,"$19,106.02","$22,548.57","$143,896",0.00%,760,Recently
1130,1131,Polkadot,DOT/BRL,$9.97,"$14,286.41","$13,548.85","$143,540",0.00%,509,Recently
1131,1132,Linear Finance,LINA/BTC,$0.008757,"$16,896.73","$52,436.35","$142,359",0.00%,838,Recently
1132,1133,Nexus,NXS/BTC,$0.1669,$190.89,$669.29,"$132,814",0.00%,687,Recently
1133,1134,TomoChain,TOMO/BTC,$0.5514,"$2,250.63","$5,391.75","$142,117",0.00%,625,Recently
1134,1135,Alchemy Pay,ACH/BTC,$0.01518,"$7,557.32","$19,914.27","$137,763",0.00%,712,Recently
1135,1136,Dogecoin,DOGE/AUD,$0.08574,"$1,229.03","$10,370.34","$123,852",0.00%,545,Recently
1136,1137,Neblio,NEBL/BTC,$0.2002,$492.93,"$4,863.51","$122,386",0.00%,598,Recently
1137,1138,VeChain,VET/TRY,$0.03097,"$21,846.97","$12,599.37","$121,908",0.00%,658,Recently
1138,1139,Ontology,ONT/BTC,$0.2663,"$16,436.66","$17,014.10","$140,140",0.00%,849,Recently
1139,1140,Theta Fuel,TFUEL/BUSD,$0.06256,"$5,866.15","$18,178.81","$137,125",0.00%,859,Recently
1140,1141,Qtum,QTUM/BUSD,$3.89,"$29,720.28","$30,495.10","$119,157",0.00%,722,Recently
1141,1142,Polygon,MATIC/BIDR,$0.6427,"$16,879.30","$34,539.62","$137,023",0.00%,570,Recently
1142,1143,Siacoin,SC/BUSD,$0.005093,"$4,042.27","$13,390.08","$136,323",0.00%,718,Recently
1143,1144,Terra Virtua Kolect,TVK/BTC,$0.03765,"$6,367.81","$5,325.14","$119,356",0.00%,914,Recently
1144,1145,AirSwap,AST/BTC,$0.08614,"$2,788.95","$3,434.89","$120,827",0.00%,565,Recently
1145,1146,Illuvium,ILV/BTC,$289.55,"$2,855.24","$7,094.31","$133,869",0.00%,566,Recently
1146,1147,Radicle,RAD/BUSD,$1.94,"$14,698.49","$19,880.36","$135,068",0.00%,871,Recently
1147,1148,Merit Circle,MC/BTC,$1.03,"$8,814.06","$3,017.87","$133,840",0.00%,533,Recently
1148,1149,Anchor Protocol,ANC/BNB,$0.1143,"$5,227.77","$15,673.53","$118,879",0.00%,724,Recently
1149,1150,PlayDapp,PLA/BTC,$0.5161,"$14,182.08","$17,635.51","$132,144",0.00%,731,Recently
1150,1151,Bancor,BNT/BTC,$1.37,"$8,497.13","$12,370.79","$132,842",0.00%,818,Recently
1151,1152,Aergo,AERGO/BTC,$0.1366,"$8,981.31","$11,301.99","$132,882",0.00%,700,Recently
1152,1153,Ethernity,ERN/BUSD,$2.04,"$17,278.84","$28,151.65","$129,004",0.00%,619,Recently
1153,1154,BinaryX,BNX/BTC,$119.88,"$4,591.07","$19,131.19","$131,358",0.00%,791,Recently
1154,1155,Chainlink,LINK/TRY,$7.01,"$10,750.85","$10,987.72","$134,963",0.00%,513,Recently
1155,1156,Litecoin,LTC/GBP,$67.38,"$47,122.13","$19,457.29","$117,013",0.00%,886,Recently
1156,1157,DFI.Money,YFII/BTC,"$1,189.21","$2,445.65","$10,718.24","$126,813",0.00%,776,Recently
1157,1158,Serum,SRM/BTC,$1.16,"$29,248.79","$30,297.93","$115,904",0.00%,804,Recently
1158,1159,Kusama,KSM/BNB,$76.53,"$1,924.79","$14,716.20","$116,231",0.00%,854,Recently
1159,1160,EOS,EOS/USDC,$1.30,"$55,661.09","$60,739.85","$129,431",0.00%,754,Recently
1160,1161,Orchid,OXT/BUSD,$0.1327,"$5,624.56","$6,077.43","$115,795",0.00%,612,Recently
1161,1162,Decentraland,MANA/BRL,$1.07,"$4,497.47","$7,232.69","$132,026",0.00%,782,Recently
1162,1163,XRP,XRP/BRL,$0.4185,"$21,417.59","$10,933.49","$125,196",0.00%,521,Recently
1163,1164,dYdX,DYDX/BNB,$2.15,"$18,427.25","$14,930.85","$117,665",0.00%,795,Recently
1164,1165,Orchid,OXT/BTC,$0.1327,"$7,942.78","$21,701.64","$124,346",0.00%,749,Recently
1165,1166,Fantom,FTM/BIDR,$0.3333,"$1,293.82","$7,252.30","$114,778",0.00%,637,Recently
1166,1167,FUNToken,FUN/ETH,$0.008977,"$8,858.31","$14,343.59","$116,760",0.00%,871,Recently
1167,1168,SuperRare,RARE/BNB,$0.2227,$586.41,"$22,505.87","$125,641",0.00%,595,Recently
1168,1169,BENQI,QI/BTC,$0.01345,"$2,326.59","$8,057.54","$118,300",0.00%,948,Recently
1169,1170,Audius,AUDIO/TRY,$0.4153,"$2,828.46","$33,707.87","$108,589",0.00%,852,Recently
1170,1171,Bread,BRD/ETH,$0.06624,"$2,663.00","$13,199.90","$124,744",0.00%,718,Recently
1171,1172,Zcash,ZEC/ETH,$103.07,"$12,012.87","$18,647.96","$111,952",0.00%,942,Recently
1172,1173,Lisk,LSK/BTC,$1.16,"$7,642.12","$6,269.49","$110,268",0.00%,586,Recently
1173,1174,PERL.eco,PERL/BNB,$0.0174,$691.00,"$7,310.20","$123,431",0.00%,753,Recently
1174,1175,MovieBloc,MBL/BUSD,$0.004998,"$1,344.31","$9,476.78","$120,537",0.00%,662,Recently
1175,1176,Bitcoin Gold,BTG/BTC,$18.41,"$8,264.26","$7,894.97","$112,268",0.00%,575,Recently
1176,1177,Zilliqa,ZIL/BIDR,$0.04913,"$12,862.09","$12,860.37","$119,589",0.00%,619,Recently
1177,1178,Wabi,WABI/BTC,$0.04101,"$1,146.28","$3,532.17","$114,549",0.00%,853,Recently
1178,1179,Harmony,ONE/BNB,$0.04494,"$19,269.85","$21,821.63","$111,032",0.00%,916,Recently
1179,1180,JOE,JOE/BTC,$0.4483,"$3,061.15","$7,584.53","$112,286",0.00%,566,Recently
1180,1181,Ontology,ONT/BUSD,$0.2663,"$12,550.16","$17,120.37","$108,527",0.00%,676,Recently
1181,1182,IRISnet,IRIS/BTC,$0.02131,"$7,622.08","$9,363.08","$124,449",0.00%,775,Recently
1182,1183,Unifi Protocol DAO,UNFI/BTC,$1.99,"$4,837.25","$5,505.18","$121,951",0.00%,927,Recently
1183,1184,FTX Token,FTT/ETH,$30.20,"$94,727.27","$21,933.34","$116,574",0.00%,628,Recently
1184,1185,Dogecoin,DOGE/BRL,$0.08571,"$10,007.21","$16,344.84","$118,882",0.00%,810,Recently
1185,1186,Harmony,ONE/TRY,$0.04578,$663.06,"$4,306.88","$113,087",0.00%,867,Recently
1186,1187,EOS,EOS/ETH,$1.30,"$3,723.70","$35,279.24","$118,632",0.00%,871,Recently
1187,1188,Moeda Loyalty Points,MDA/BTC,$0.1339,"$2,930.28","$1,571.83","$115,809",0.00%,897,Recently
1188,1189,Voyager Token,VGX/BTC,$0.7826,"$10,872.90","$26,600.03","$121,332",0.00%,947,Recently
1189,1190,Harvest Finance,FARM/BTC,$51.00,"$2,897.34","$5,701.85","$115,461",0.00%,877,Recently
1190,1191,CLV,CLV/BUSD,$0.1484,"$6,856.39","$10,409.32","$122,458",0.00%,680,Recently
1191,1192,Voxies,VOXEL/BTC,$0.5271,"$10,793.62","$14,631.65","$118,516",0.00%,525,Recently
1192,1193,Numeraire,NMR/BUSD,$13.07,"$1,799.31","$11,030.59","$111,852",0.00%,641,Recently
1193,1194,Bonfida,FIDA/BUSD,$0.5774,"$13,837.24","$22,544.95","$118,895",0.00%,564,Recently
1194,1195,Fantom,FTM/BRL,$0.3352,"$7,809.37","$6,246.62","$108,992",0.00%,692,Recently
1195,1196,MyNeighborAlice,ALICE/BNB,$3.02,"$17,829.98","$27,853.45","$109,198",0.00%,920,Recently
1196,1197,Mines of Dalarnia,DAR/ETH,$0.4369,$528.03,"$34,905.21","$108,812",0.00%,617,Recently
1197,1198,Cosmos,ATOM/EUR,$10.43,"$1,397.07","$7,393.39","$120,854",0.00%,701,Recently
1198,1199,Merit Circle,MC/BUSD,$1.03,"$6,689.87","$10,264.76","$122,493",0.00%,948,Recently
1199,1200,Shentu,CTK/BTC,$0.7583,"$6,727.88","$13,880.19","$116,457",0.00%,859,Recently
1200,1201,Orion Protocol,ORN/BUSD,$1.36,"$1,049.31","$8,721.99","$106,533",0.00%,685,Recently
1201,1202,Marlin,POND/BTC,$0.008465,"$9,343.57","$1,279.26","$113,817",0.00%,827,Recently
1202,1203,SONM (BEP-20),SNM/BTC,$0.1561,"$2,484.78","$4,129.28","$107,006",0.00%,821,Recently
1203,1204,Alchemix,ALCX/BTC,$31.84,"$1,430.43","$4,721.52","$107,645",0.00%,506,Recently
1204,1205,The Sandbox,SAND/BIDR,$1.23,$314.72,"$10,764.72","$106,464",0.00%,571,Recently
1205,1206,OAX,OAX/BTC,$0.03881,"$1,847.40","$6,034.36","$105,163",0.00%,900,Recently
1206,1207,Ardor,ARDR/USDT,$0.1074,"$5,193.46","$13,749.63","$105,886",0.00%,924,Recently
1207,1208,Dent,DENT/ETH,$0.00102,"$12,916.07","$24,102.84","$107,149",0.00%,670,Recently
1208,1209,RSK Infrastructure Framework,RIF/BTC,$0.08961,"$76,253.19","$5,458.33","$105,069",0.00%,885,Recently
1209,1210,Bancor,BNT/ETH,$1.37,"$7,104.38","$17,597.39","$101,396",0.00%,528,Recently
1210,1211,Raydium,RAY/BUSD,$1.19,"$19,168.59","$31,995.56","$105,734",0.00%,912,Recently
1211,1212,Ontology,ONT/ETH,$0.2663,"$1,828.99","$13,709.56","$106,262",0.00%,817,Recently
1212,1213,Moonriver,MOVR/BTC,$22.45,"$3,826.60","$10,305.20","$100,664",0.00%,678,Recently
1213,1214,API3,API3/BTC,$1.74,"$2,108.77","$11,801.40","$104,380",0.00%,698,Recently
1214,1215,Balancer,BAL/BTC,$8.16,"$25,493.35","$21,169.58","$97,049",0.00%,758,Recently
1215,1216,StormX,STMX/BTC,$0.00927,"$37,718.50","$95,069.58","$103,006",0.00%,741,Recently
1216,1217,Stellar,XLM/TRY,$0.1354,"$18,587.83","$9,676.39","$94,157",0.00%,885,Recently
1217,1218,Nano,XNO/BUSD,$1.10,"$6,906.73","$8,884.44","$91,187",0.00%,578,Recently
1218,1219,Gala,GALA/ETH,$0.08022,"$2,243.01","$16,603.44","$91,829",0.00%,845,Recently
1219,1220,Dash,DASH/ETH,$57.14,"$8,074.11","$27,718.32","$90,200",0.00%,842,Recently
1220,1221,SXP,SXP/EUR,$0.4349,$830.80,"$7,042.91","$88,926",0.00%,855,Recently
1221,1222,Ardor,ARDR/BTC,$0.1074,"$8,419.79","$6,223.87","$88,835",0.00%,618,Recently
1222,1223,PlayDapp,PLA/BNB,$0.5161,"$14,006.81","$26,521.82","$102,586",0.00%,608,Recently
1223,1224,Elrond,EGLD/BNB,$94.20,"$29,361.63","$20,188.78","$101,417",0.00%,945,Recently
1224,1225,Utrust,UTK/BTC,$0.1319,"$5,973.66","$7,929.82","$102,289",0.00%,615,Recently
1225,1226,SuperFarm,SUPER/BTC,$0.1921,"$9,247.40","$5,473.96","$100,337",0.00%,555,Recently
1226,1227,STEPN,GMT/AUD,$1.41,"$6,062.22","$7,111.33","$99,843",0.00%,593,Recently
1227,1228,Tornado Cash,TORN/BUSD,$36.39,"$8,993.22","$9,450.30","$99,799",0.00%,596,Recently
1228,1229,Ethernity,ERN/BNB,$2.02,"$13,606.80","$26,548.62","$99,323",0.00%,928,Recently
1229,1230,Phala Network,PHA/BTC,$0.1191,"$17,313.20","$16,464.86","$97,172",0.00%,716,Recently
1230,1231,Neo,NEO/TRY,$10.34,"$11,484.00","$5,627.36","$96,828",0.00%,907,Recently
1231,1232,Tether,USDT/IDRT,$0.9988,"$29,245.66","$524,717.13","$95,878",0.00%,604,Recently
1232,1233,PowerPool,CVP/ETH,$0.3313,$840.96,"$9,598.63","$95,509",0.00%,722,Recently
1233,1234,Venus,XVS/BTC,$4.38,"$2,538.24","$7,811.53","$94,674",0.00%,791,Recently
1234,1235,Yield Guild Games,YGG/BTC,$0.5604,"$7,151.08","$9,356.40","$93,980",0.00%,815,Recently
1235,1236,EasyFi,EZ/BTC,$0.6211,"$1,586.86","$1,943.67","$91,576",0.00%,748,Recently
1236,1237,Uniswap,UNI/EUR,$5.03,"$20,413.37","$41,820.46","$93,215",0.00%,551,Recently
1237,1238,Prometeus,PROM/BNB,$4.59,"$12,171.67","$16,376.54","$83,874",0.00%,716,Recently
1238,1239,SXP,SXP/BNB,$0.4349,"$3,351.69","$13,635.80","$81,879",0.00%,911,Recently
1239,1240,Raydium,RAY/BNB,$1.19,"$2,968.23","$30,967.79","$80,446",0.00%,924,Recently
1240,1241,Biswap,BSW/ETH,$0.5714,"$1,242.60","$23,330.87","$78,837",0.00%,768,Recently
1241,1242,Auto,AUTO/BTC,$167.83,"$2,332.65","$9,272.31","$77,645",0.00%,647,Recently
1242,1243,Spell Token,SPELL/BNB,$0.001305,$729.12,"$11,428.21","$76,785",0.00%,549,Recently
1243,1244,FIO Protocol,FIO/BNB,$0.05133,"$4,199.88","$8,390.79","$101,134",0.00%,849,Recently
1244,1245,Venus,XVS/BNB,$4.38,"$2,157.79","$8,640.96","$85,866",0.00%,932,Recently
1245,1246,JUST,JST/BTC,$0.03977,"$18,193.23","$17,722.50","$87,624",0.00%,775,Recently
1246,1247,Horizen,ZEN/BUSD,$19.52,"$18,346.11","$22,986.51","$91,811",0.00%,879,Recently
1247,1248,Mirror Protocol,MIR/BTC,$0.2414,"$2,905.76","$4,238.62","$84,264",0.00%,689,Recently
1248,1249,Decentraland,MANA/BNB,$1.07,"$1,433.95","$13,416.03","$85,495",0.00%,869,Recently
1249,1250,Badger DAO,BADGER/BUSD,$5.02,"$9,582.57","$20,708.06","$89,984",0.00%,686,Recently
1250,1251,Navcoin,NAV/BTC,$0.07935,"$1,436.43","$3,403.53","$87,534",0.00%,687,Recently
1251,1252,Nano,XNO/BTC,$1.10,"$4,021.82","$5,323.33","$86,577",0.00%,723,Recently
1252,1253,Coin98,C98/BTC,$0.4799,"$5,340.69","$5,742.29","$75,944",0.00%,640,Recently
1253,1254,WINkLink,WIN/TRX,$0.0001423,"$1,343.67","$1,398.44","$74,986",0.00%,814,Recently
1254,1255,Klaytn,KLAY/BNB,$0.4083,"$1,378.73","$10,684.76","$82,411",0.00%,555,Recently
1255,1256,Standard Tokenization Protocol,STPT/BUSD,$0.04607,"$3,531.91","$9,210.94","$81,946",0.00%,558,Recently
1256,1257,Alien Worlds,TLM/BNB,$0.03284,"$9,286.12","$12,046.01","$82,271",0.00%,624,Recently
1257,1258,Amp,AMP/BTC,$0.01356,"$8,231.21","$11,035.33","$86,586",0.00%,844,Recently
1258,1259,Polygon,MATIC/BRL,$0.6527,"$10,838.83","$11,708.26","$81,202",0.00%,815,Recently
1259,1260,Cocos-BCX,COCOS/BNB,$0.7312,"$1,150.95","$2,419.70","$85,695",0.00%,547,Recently
1260,1261,WINkLink,WIN/EUR,$0.0001425,"$10,245.90","$7,392.25","$85,478",0.00%,893,Recently
1261,1262,Wanchain,WAN/ETH,$0.2208,"$4,434.48","$4,458.99","$74,649",0.00%,864,Recently
1262,1263,Avalanche,AVAX/GBP,$30.73,"$1,165.07","$3,833.85","$81,699",0.00%,582,Recently
1263,1264,WazirX,WRX/BTC,$0.2453,"$8,020.93","$4,084.20","$75,387",0.00%,740,Recently
1264,1265,WOO Network,WOO/BTC,$0.1836,"$14,844.98","$7,575.03","$83,334",0.00%,765,Recently
1265,1266,Tribe,TRIBE/BUSD,$0.2571,"$4,587.75","$6,800.88","$73,048",0.00%,782,Recently
1266,1267,Ontology,ONT/TRY,$0.2715,"$10,963.01","$6,873.02","$72,449",0.00%,566,Recently
1267,1268,Gala,GALA/EUR,$0.08063,$998.79,"$6,441.01","$74,795",0.00%,874,Recently
1268,1269,Beta Finance,BETA/ETH,$0.1131,"$4,027.26","$12,413.25","$79,276",0.00%,747,Recently
1269,1270,Aavegotchi,GHST/BUSD,$1.58,"$7,648.30","$10,671.33","$77,560",0.00%,940,Recently
